directors,rate,title,cover,detailLink,casts,year,type,country,lang,time,moveTime,comment_len,starts,summary,comments,imgList,movieUrl
安东尼·福奎阿,7.2,伸冤人3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2897743122.jpg,https://movie.douban.com/subject/35736400/,"丹泽尔·华盛顿,达科塔·范宁,欧吉尼奥·马斯特兰德雷亚,大卫·丹曼,盖亚·斯考达里奥,雷莫·吉罗内,安德烈·斯卡杜齐奥,安德烈埃·多德罗,丹尼尔·佩罗内,扎卡里亚·哈姆扎,索尼娅·阿马尔,尼可洛·森尼,布鲁诺·比洛塔,萨尔瓦多·罗科",2023,"动作,惊悚,犯罪", 美国, 英语,2023-08-31,109,11038,"14.4%,38.0%,41.2%,5.5%,0.9%",退休特工兼私人侦探罗伯特·麦考尔（丹泽尔·华盛顿 饰）大杀四方为复仇之路写下最后一章。他放弃了为政府担任杀手的生活，并一直在努力调解过去所做的可怕之事，在代表被压迫者伸张正义时，他的内心找到了一种奇怪的慰藉。在意大利南部，罗伯特发现他的新朋友被犯罪头目控制了，随着事件变得致命起来，罗伯特知道自己必须与黑手党交手，以保护朋友安全。,"[{""user"": ""\u62d4\u5251\u56db\u987e\u5fc3\u832b\u7136"", ""star"": ""40"", ""time"": ""2023-10-04 17:35:05"", ""content"": ""\u4f38\u51a4\u4eba\u7cfb\u5217\u6709\u4e24\u4e2a\u6807\u5fd7\u6027\u5356\u70b9\uff1a\u6bcf\u96c6\u5fc5\u6709\u4e00\u4e2a\u5e2e\u6276\u5bf9\u8c61\uff0c\u5927\u54e5\u53e3\u4f20\u5fc3\u6388\u52a9\u4f60\u6210\u624d\uff0c\u8fd9\u4e5f\u662f\u8be5\u7cfb\u5217\u533a\u522b\u4e8e\u5176\u4ed6\u6740\u624b\u7535\u5f71\u7684\u7279\u70b9\uff0c\u9ea6\u8003\u5c14\u8eab\u4e0a\u6709\u52a9\u4eba\u5f00\u609f\u7684\u50e7\u4fa3\u610f\u5473\uff1b\u53e6\u4e00\u4e2a\u662f\u72ec\u95ef\u9f99\u6f6d\u7684\u6c14\u5ea6\u4e0e\u65e0\u58f0\u6740\u4eba\u7684\u9b3c\u9b45\u6c14\u8d28\uff0c\u7edd\u4e0d\u62d6\u6c93\uff0c\u4e3b\u6253\u5feb\u51c6\u72e0\u4e00\u7a9d\u7aef\u3002\u83e9\u8428\u5fc3\u80a0\uff0c\u9b54\u9b3c\u624b\u6bb5\uff0c\u8fd9\u5c31\u662f\u9ea6\u8003\u5c14\u3002\u5168\u7247\u53ea\u6709\u4e09\u6bb5\u6253\u620f\uff0c\u5176\u4ed6\u65f6\u95f4\u4e00\u76f4\u5728\u84c4\u52bf\uff0c\u91cd\u91cd\u62ff\u8d77\uff0c\u8f7b\u8f7b\u653e\u4e0b\uff0c\u867d\u7136\u6709\u70b9\u4e0d\u7518\u5fc3\uff0c\u4f46\u9ea6\u8003\u5c14\u7684\u79c1\u5211\u6559\u80b2\u8bfe\u5230\u6b64\u7ed3\u675f\u4e86\uff0c\u8fd9\u4e00\u6b21\u4ed6\u4e0d\u518d\u79bb\u7fa4\u7d22\u5c45\uff0c\u800c\u662f\u8d70\u5230\u4eba\u7fa4\u4e2d\u53bb\uff0c\u51fa\u4e16\u4e4b...""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2891161755.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2898889093.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2891161769.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2899940378.jpg",https://vt1.doubanio.com/202402052149/5a7efe445905e81813ae2f138d4e7ce0/view/movie/M/403030781.mp4
欧凯·查塔克,7.7,教师休息室,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2889703437.jpg,https://movie.douban.com/subject/36193697/,"莉奥妮·贝尼希,Leonard Stettnisch,伊娃·勒鲍,Michael Klammer,Anne-Kathrin Gummich,Kathrin Wehlisch,Sarah Bauerett,拉斐尔·斯塔霍维亚克,Uygar Tamer,奥兹古尔·卡拉迪尼兹,Jonas Albrecht,Katinka Auberger,Johanna Götting,Padmé Hamdemir,Enno Hoppe,Elsa Krieger,Antonia Luise Krämer,Antonia Küpper,Zayana Mielke,Mikail Osanmaz",2023,剧情, 德国, 德语,2023-02-17,98,1016,"14.8%,57.5%,25.7%,1.6%,0.3%",卡拉·诺瓦克（Carla Nowak）（29岁），一位年轻的体育和数学教师，开始了她在一所文法学校的第一份工作。卡拉因为她的理想主义而在新员工中脱颖而出。然而，一系列未解决的盗窃案使教职员工的情绪受到影响。当一名土耳其学生被怀疑并在不体面的情况下被带到严格的女校长面前时，卡拉决定查清事情的真相。,"[{""user"": ""Victor"", ""star"": ""50"", ""time"": ""2023-10-25 23:09:07"", ""content"": ""\u5b66\u751f\u5f88\u6e05\u695a1+1\u7b49\u4e8e\u51e0\uff0c\u8001\u5e08\u624d\u662f\u8ff7\u832b\u7684\u4eba\uff0c\u8fd9\u5b8c\u5168\u662f\u6050\u6016\u7247\uff0c\u592a\u53ef\u6015\u4e86\u3002\u5077\u7a83\u4e8b\u4ef6\u5f15\u53d1\u7684\u4e00\u7cfb\u5217\u4eba\u4e0e\u4eba\u4e4b\u95f4\u7684\u77db\u76fe\uff0c\u955c\u5934\u805a\u7126\u6821\u56ed\u4e2d\u6559\u5e08-\u5b66\u751f-\u5bb6\u957f\u8fd9\u4e09\u65b9\u5173\u7cfb\uff0c\u620f\u5267\u51b2\u7a81\u4ece\u5f00\u7bc7\u5230\u7ed3\u5c3e\u73af\u73af\u76f8\u6263\u9ad8\u6f6e\u8fed\u8d77\uff0c\u4e00\u4e2a\u5145\u6ee1\u4e86\u731c\u5fcc\u6000\u7591\u548c\u9488\u950b\u76f8\u5bf9\u7684\u6545\u4e8b\u3002\u7535\u5f71\u4ee5\u5c0f\u89c1\u5927\u8ba8\u8bba\u7684\u662f\u590d\u6742\u793e\u4f1a\u7cfb\u7edf\u5f53\u4e2d\u7684\u4eba\u9645\u95ee\u9898\uff0c\u5fb7\u56fd\u5bf9\u6559\u80b2\u95ee\u9898\u4e00\u5411\u975e\u5e38\u91cd\u89c6\uff0c\u5f88\u591a\u7ec6\u8282\u90fd\u80fd\u4f53\u73b0\u8fd9\u4e00\u70b9\uff0c\u4f46\u4e5f\u6b63\u662f\u53ea\u6709\u5728\u8fd9\u79cd\u5177\u6709\u4e00\u5b9a\u9ad8\u5ea6\u7684\u73b0\u4ee3\u6027\u548c\u6c11\u4e3b\u5316\u4f53\u5236\u4e0b\uff0c\u624d\u4f1a\u51fa\u73b0\u672c\u7247\u7684\u6240\u6709\u96be\u89e3\u60c5...""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2886757592.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2886757591.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2886635126.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2900944202.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2900944165.jpg",暂无预告片，敬请期待！
山姆·布里兹·巴扎乌勒,7.2,紫色,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2899579749.jpg,https://movie.douban.com/subject/3010390/,"范塔茜娅·巴里诺,塔拉吉·P·汉森,丹妮尔·布鲁克斯,科尔曼·多明戈,科里·霍金斯,菲利西亚·珀尔·姆帕西,海莉·贝利,希亚拉,加布里埃拉·威尔森,大卫·艾兰·格里尔,德翁·科尔,乔纳森·巴蒂斯特,小路易斯·格赛特,塔梅拉·J·曼,安洁纽·艾莉丝-泰勒,伊丽莎白·玛维尔,斯蒂芬·希尔,阿德丁博·汤玛斯,蒂芙尼·艾丽·伯吉斯,泰伦斯·J·史密斯",2023,"剧情,歌舞", 美国, 英语,2023-10-27,140,206,"16.4%,37.5%,39.2%,4.4%,2.5%",[黑人为王]导演山姆·布里兹·巴扎乌勒将执导华纳音乐剧版[紫色]。该片改编自获托尼奖同名百老汇音乐剧，Marcus Gardley操刀剧本，史蒂文·斯皮尔伯格、奥普拉·温弗瑞、昆西·琼斯担任制作人。原音乐剧改编自艾丽丝·沃克创作同名小说，讲述了从20世纪早期到20世纪中期，美国南部非裔女性西丽的旅程。昆西·琼斯、奥普拉·温弗瑞曾为该音乐舞台剧的制作人，斯皮尔伯格1985年上映作品[紫色]同样为改编自艾丽丝·沃克创作小说。,"[{""user"": ""WhaThaF"", ""star"": ""50"", ""time"": ""2023-12-26 23:54:43"", ""content"": ""\u597d\u4e45\u6ca1\u770b\u5230\u8fd9\u4e48\u68d2\u7684\u97f3\u4e50\u5267\u7535\u5f71\u4e86\u3002\u4e0a\u4e00\u90e8\u8ba9\u6211\u5370\u8c61\u6df1\u523b\u7684\u8fd8\u662fChicago\u3002\u8fd9\u4e2a\u5bfc\u6f14\u6709\u70b9\u4e1c\u897f\u3002\u7b2c\u4e00\u5e55\u5c31\u628a\u4eba\u6293\u4f4f\u4e86\u3002\u8fd0\u955c\u548c\u573a\u666f\u5207\u6362\u975e\u5e38\u6d41\u7545\uff0c\u4e0d\u50cfwestside story\u8ba9\u4eba\u51fa\u620f\u3002casting\u7b80\u76f4\u5b8c\u7f8e\u3002fantasia\u8d21\u732e\u4e86\u5965\u65af\u5361\u7ea7\u522b\u7684\u8868\u6f14\u3002\u5979\u81ea\u5df1\u672c\u8eab\u7684\u7ecf\u5386\u5c31\u591f\u4f20\u5947\u7684\u8ddf\u4e3b\u89d2\u6709\u4e00\u62fc\uff0c\u80fd\u611f\u89c9\u51fa\u5979\u7684\u6295\u5165\u3002\u4f5c\u4e3a\u5723\u8bde\u7535\u5f71\u771f\u7684\u662f\u592a\u68d2\u4e86\uff01""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2902893238.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2902893237.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2902893236.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2902893235.jpg",https://vt1.doubanio.com/202402052149/be1899db44a639a0aa01709f8cda508e/view/movie/M/403050657.mp4
邱礼涛,6.1,93国际列车大劫案：莫斯科行动,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2898556939.jpg,https://movie.douban.com/subject/10810266/,"张涵予,刘德华,黄轩,文咏珊,谷嘉诚,赵炳锐,白那日苏,张本煜,尚语贤,徐小飒,韩秋池,何晟铭,阿如那,朱珠,石兆琪,石凉,陈大明,纪焕博,姿娜",2023,"剧情,动作,犯罪", 中国大陆, 汉语普通话 / 俄语 / 粤语,2023-09-29,128,76261,"5.8%,21.1%,48.5%,19.7%,5.0%",20世纪90年代初，东西方冷战以苏联解体落下帷幕。新建立的俄罗斯承前朝之弊，经济全面崩溃。而产业结构极度不平衡，又导致该国轻工业产品处于极度匮乏的局面。值此纷乱之际，改革开放之初的中国，一群头脑灵光的国人摇身一变化作“国际倒爷”。他们乘坐从北京开往莫斯科的K3次国际专列 ，带着中国生产的商品开启了淘金之旅。然而，对于他们来说，这很有可能是一场死亡之旅。以苗青山（黄轩 饰）为首的悍匪集团同样登上这趟列车，对乘客实施了惨无人道的抢劫和强暴，气焰极度嚣张。中国警察崔振海（张涵予 饰）临危受命，乔装打扮带领公安小队登上刀光血影的K3次列车……,"[{""user"": ""\u51ef\u6587\u00b7\u53f2\u6d3e\u4e1c"", ""star"": ""10"", ""time"": ""2023-09-29 11:18:32"", ""content"": ""\u5bf9\u8fd9\u79cd\u65e0\u8111\u723d\u7247\u63a5\u53d7\u65e0\u80fd\uff0c\u723d\u4e0d\u723d\u56e0\u4eba\u800c\u5f02\uff0c\u662f\u771f\u7684\u65e0\u8111\uff0c\u53cd\u6d3e\u4e3a\u4e86\u4e0d\u8ba9\u5c0f\u5f1f\u5e26\u5973\u53cb\u8d70\uff0c\u5c45\u7136\u766b\u72c2\u5230\u8dd1\u53bb\u5c0f\u5f1f\u5bb6\u53bb\u73b7\u6c61\u4ed6\u5973\u53cb\uff0c\u7f16\u5267\u7528\u811a\u62a0\u8111\u5b50\u5199\u51fa\u6765\u7684\u5267\u672c\u5427\u3002\u73b0\u5728\u662f\u4e0d\u662f\u53ea\u8981\u6f14\u4e2a\u53cd\u6d3e\uff0c\u5c31\u8981\u6765\u53e5\u201c\u4e0d\u50cf\u6f14\u7684\uff0c\u5efa\u8bae\u67e5\u67e5\u201d\uff0c\u778e\u4e0d\u778e\uff01\u9ec4\u8f69\u6f14\u7684\u4e5f\u592a\u72f0\u72de\u4e86\uff0c\u8fd9\u4e2a\u52ab\u532a\u4e0d\u592a\u51b7\uff1f""}]","https://img2.doubanio.com/view/photo/sqxs/public/p2897429511.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2897429510.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2897429509.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2898061730.jpg",https://vt1.doubanio.com/202402052149/56b81dde6432f46c9e2c5c77c30c7bdf/view/movie/M/403100576.mp4
陈凯歌,6.9,志愿军：雄兵出击,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2898557049.jpg,https://movie.douban.com/subject/35496350/,"唐国强,王砚辉,刘劲,辛柏青,张颂文,黄晓明,章子怡,朱亚文,张子枫,魏大勋,肖央,王骁,陈飞宇,魏晨,尹昉,张宥浩,海清,王传君,郎月婷,杜淳,贾冰,林永健,王伍福,安荣生,王楷勝,郭晓峰,郭晓东,李乃文,聂远,唐曾,袁文康,赵波,李光洁,张海宇,李感,王道铁,保剑锋,纪焕博,王乃训,叶禾,李卓阳,朱一龙",2023,"剧情,历史,战争", 中国大陆, 汉语普通话 / 英语 / 韩语,2023-09-28,141,50290,"16.6%,32.9%,36.4%,9.0%,5.1%",1950年，朝鲜南北两个政权发生内战，未过多久，美国宣布参战，并且趁机对我国东北部展开轰炸，还派出舰队封锁台湾海峡，以阻挠中华民族统一大业的完成。危急存亡之时，我方高层展开连番慎重的讨论和推演，并派出周总理前往莫斯科请求斯大林的支援。然而斯大林模棱两可，我方又处于建国之初，百废待兴的艰苦阶段。但是为了保家卫国，御敌于国门之外，毛主席毅然决然派出由彭德怀同志（王砚辉 饰）率领的人民志愿军入朝作战。,"[{""user"": ""\u9c7c\u9aa8"", ""star"": ""40"", ""time"": ""2023-09-28 20:39:02"", ""content"": ""9/26\u4e2d\u5f71\u56fd\u9645\u5f71\u57ce\u515a\u53f2\u9986\u5e97\u9996\u6620\u793c\u89c2\u5f71\u3002\u8d85\u51fa\u9884\u671f\u3002\u89c6\u89d2\u8986\u76d6\u5171\u548c\u56fd\u9876\u5c42\u5230\u4e00\u7ebf\u6218\u573a\uff0c\u4e0a\u4e2d\u4e0b\u5404\u5c42\u7ea7\u5728\u8fd9\u573a\u6218\u4e89\u4e2d\u7684\u5b9a\u4f4d\u548c\u9009\u62e9\u6e05\u6670\u53ef\u89c1\u3002\u573a\u9762\u5b8f\u5927\uff0c\u89c6\u6548\u4e0d\u9732\u602f\uff0c\u6574\u4f53\u683c\u5c40\u8fdc\u5927\u4e8e\u300a\u957f\u6d25\u6e56\u300b\u7cfb\u5217\u3002\u8f9b\u67cf\u9752\u4f5c\u4e3a\u7ebf\u7d22\u4eba\u7269\u4e32\u8d77\u5168\u7247\uff0c\u8868\u6f14\u5f88\u4e0d\u9519\u3002\u4f46\u6700\u559c\u7231\u7684\u8fd8\u662f\u677e\u9aa8\u5cf0\u4e09\u4eba\u7ec4\u3002\u524d\u9762\u94fa\u57ab\u5e76\u4e0d\u662f\u5f88\u591a\uff0c\u4e14\u5927\u5bb6\u90fd\u6253\u7684\u9ed1\u4e4e\u4e4e\u7684\uff0c\u4f46\u4e09\u4eba\u7ec4\u5e76\u4e0d\u4f1a\u6df7\u6dc6\uff0c\u6bcf\u4e2a\u4eba\u7684\u9762\u8c8c\u3001\u6027\u683c\u3001\u80fd\u529b\u90fd\u6e05\u6670\u53ef\u8fa9\uff0c\u5bfc\u6f14\u529f\u529b\u53ef\u89c1\u4e00\u6591\u3002\u738b\u9a81\u548c\u6653\u660e\u54e5\u8fd9\u6b21\u4e5f\u633a\u51fa\u5f69\uff0c\u4eba\u7269\u9c9c\u6d3b\u53ef\u4fe1...""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2896880309.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2896880354.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2891042663.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2896880302.jpg",https://vt1.doubanio.com/202402052149/0a29ad3a352e6dc3a05476ff29eaecba/view/movie/M/403100973.mp4
查德·斯塔赫斯基,7.3,疾速追杀4,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2884692335.jpg,https://movie.douban.com/subject/33455421/,"基努·里维斯,甄子丹,伊恩·麦柯肖恩,劳伦斯·菲什伯恩,比尔·斯卡斯加德,真田广之,沙米尔·安德森,泽山璃奈,兰斯·莱迪克,克兰西·布朗,斯科特·阿金斯,马克·扎罗,娜塔丽·特纳,艾米·关,乔治·乔吉奧",2023,"动作,惊悚,犯罪", 美国, 英语 / 俄语 / 日语 / 西班牙语 / 德语 / 拉丁语 / 法语 / 粤语,2023-03-13,169,45116,"16.7%,40.5%,35.1%,6.5%,1.2%",承接上集于纽约大陆酒店中枪坠楼，大难不死的约翰·威克（基努·里维斯饰）越洋前往大阪大陆酒店，向经理兼老朋友岛津浩二（真田广之饰）求助。另一方面，高桌会的新领导人文森特·德·格拉蒙特侯爵（比尔·斯卡斯加德饰）决心斩草除根，他先对付纽约大陆酒店经理温斯顿（伊恩·麦克肖恩饰演），再逼使威克昔日战友该隐（甄子丹饰演）替他效力，誓要孤立威克。,"[{""user"": ""\u85ff\u9999\u67e0\u6aac"", ""star"": ""30"", ""time"": ""2023-03-23 13:28:52"", ""content"": ""\u672c\u7247\u6ca1\u6709\u4e00\u53ea\u72d7\u72d7\u53d7\u5230\u4f24\u5bb3\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2889788049.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2876576464.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2888987999.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2883571223.jpg",https://vt1.doubanio.com/202402052149/ea8874a160dafe963d698550ce5cf37c/view/movie/M/403000979.mp4
阿尔伯特·平托,7.0,无处逢生,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2897850897.jpg,https://movie.douban.com/subject/35642187/,"安娜·卡斯蒂罗,塔马·诺瓦斯,托尼·科尔维略,玛丽亚姆·托雷斯,伊琳娜·布拉沃,维多利亚·泰耶罗,露西娅·索莉娅,玛丽·鲁兹,厄杜·布尔尼思,安东尼奥·布伊尔,赛义德·埃尔·穆登,卡比尔·塞卡里,安德鲁·麦克戈克,绍尔拉·怀特,托努·苏瑞达·卢瑟,何塞·卢塞纳,维克托·博伊拉,保拉·罗伊,艾玛·桑切斯,塔蒂安娜·伊格纳斯亚克",2023,"剧情,惊悚", 西班牙, 西班牙语,2023-09-29,109,6352,"11.6%,36.3%,44.2%,6.7%,1.2%",在逃离满目疮痍的集权国家后，这名孕妇被困在集装箱中，孤身一人在海上漂泊，奋力求生。,"[{""user"": ""\u5982\u5c0f\u679c"", ""star"": ""30"", ""time"": ""2023-10-02 19:14:45"", ""content"": ""\u5e0c\u671b\u8eab\u5904\u9ed1\u6697\u91cc\u7684\u80b2\u9f84\u5987\u5973\u4e0d\u8981\u751f\u5b69\u5b50\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2897850908.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2899212990.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2897850901.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2899212989.jpg",https://vt1.doubanio.com/202402052149/ea1f050b78b3ea6009744c41e951c70c/view/movie/M/403090894.mp4
何爵天,6.1,死尸死时四十四,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2889016945.jpg,https://movie.douban.com/subject/35914241/,"毛舜筠,郑中基,吕爵安,黄又南,余香凝,杨伟伦,柳应廷,刘江,黄文慧",2023,"喜剧,黑色电影", 中国香港, 粤语,2023-04-04,119,821,"6.9%,21.1%,48.8%,18.5%,4.6%",“一栋大厦。一班业主。一条尸体。一晚。尽地一煲。”,"[{""user"": ""\u767d\u7cd6\u7f50"", ""star"": ""50"", ""time"": ""2023-03-15 20:14:47"", ""content"": ""\u9ed1\u8272\u5e7d\u9ed8\u3002\u4e3b\u9898\u662f\u201c\u6b7b\u4ea1\u201d\u3002\n2000\u5e74\u540e\uff0c\u4e16\u754c/hk\u5145\u6ee1\u8352\u8bde\uff0c\u573a\u666f\u5145\u6ee1\u73b0\u5b9e\u611f\u3002\u8352\u8bde\u4e2d\u603b\u6709\u5e0c\u671b\u3002\n\u4fdd\u5b89\u3001\u5a5a\u793c\u7684\u5f69\u70ae\u90fd\u662f\u9690\u55bb\u5427\u3002\u5fc5\u987b\u8981\u591a\u770b\u51e0\u6b21\u3002\n\u636e\u8bf4\u8fc7\u51e0\u5929\u4e0a\u6620\u4e86\uff0cNo.1\u6216\u8bb8\u80fd\u5237\u65b0\u3002\u53d1\u73b0\u4e2a\u6709\u610f\u601d\u7684\uff0c\u300c\u81e8\u6d77\u5cf0\u300d\u7684\u65c1\u767d\u5c45\u7136\u662f\u6797\u6d77\u5cf0\u3002\u4f59\u9999\u51dd\u771f\u662f\u53ef\u53ef\u7231\u7231\u7684\u3002""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2887942502.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2887942501.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2887942498.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2886617277.jpg",https://vt1.doubanio.com/202402052149/db2153194c42b7b366dc83603e66b207/view/movie/M/403010118.mp4
大鹏,7.2,热烈,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2895553074.jpg,https://movie.douban.com/subject/35556001/,"黄渤,王一博,刘敏涛,岳云鹏,小沈阳,张子贤,宋祖儿,蒋龙,卡斯柏,王霏霏,张海宇,廖搏,王海,乔治,杨小建,周森林,叶音,么绍卿,张运臣 ,韩陌,齐溪,张祐维,老四,宗俊涛,刘大锁,衣云鹤,杨迪,孔连顺,阿如那,黄景行,王迪,董博睿,徐化楠,陶亮,陈祉希,大鹏",2023,"剧情,喜剧", 中国大陆, 汉语普通话,2023-07-28,124,129576,"20.2%,35.8%,33.5%,6.9%,3.6%",街舞老炮儿丁雷（黄渤 饰），偶遇卖艺少年陈烁（王一博 饰），丁雷忽悠陈烁加入自己经营的舞团。舞团内高手如云，性格各异，与陈烁碰撞出不同的火花，笑料不断。陈烁热烈追梦，期待着上场的机会，却发现丁雷邀请他其实另有目的，而丁雷和陈烁，也都将面对接二连三的沉重打击，他们能否逆风翻盘，回击人生难题？,"[{""user"": ""\u70af\u4e4b"", ""star"": ""30"", ""time"": ""2023-07-25 00:44:05"", ""content"": ""\u5176\u5b9e\u662f\u4e00\u90e8\u5341\u5206\u9e21\u8d3c\u7684\u5f71\u7247\uff0c\u89c2\u4f17\u5f88\u5bb9\u6613\u5c06\u81ea\u5df1\u5bf9\u8857\u821e\u7684\u6b23\u8d4f\u7b49\u540c\u4e8e\u5bf9\u7535\u5f71\u672c\u8eab\u7684\u559c\u6b22\uff0c\u5176\u5b9e\u8fd9\u662f\u7efc\u827a\u5c31\u80fd\u5e72\u5230\u7684\u4e8b\u60c5\uff0c\u5982\u679c\u6211\u90a3\u4e48\u60f3\u770b\u8857\u821e\uff0c\u6211\u60f3\u6211\u4e0d\u4f1a\u8d70\u8fdb\u7535\u5f71\u9662\u770b\u8fd9\u4e2a\uff0c\u5e02\u9762\u4e0a\u7684\u8857\u821e\u7efc\u827a\u53ef\u592a\u591a\u4e86\u3002\u7535\u5f71\u60c5\u8282\u4e5f\u6781\u5176\u6a21\u5f0f\u5316\uff0c\u6bcf\u4e2a\u4eba\u90fd\u662f\u5728\u67d0\u4e2a\u65f6\u5019\u5e72\u67d0\u4e2a\u88ab\u5b89\u6392\u597d\u7684\u4e8b\u60c5\uff0c\u6545\u4e8b\u7b80\u5355\u5957\u8def\u5230\u53ef\u4ee5\u4e00\u53e5\u8bdd\u6982\u62ec\uff1a\u51a0\u519b\u8d70\u4e86\uff0c\u66ff\u8eab\u6765\u4e86\uff0c\u51a0\u519b\u6765\u4e86\uff0c\u66ff\u8eab\u8d70\u4e86\uff0c\u51a0\u519b\u53c8\u8d70\u4e86\uff0c\u66ff\u8eab\u53c8\u6765\u4e86\u2026\u2026\u8ddf\u8c08\u604b\u7231\u88ab\u7529\u627e\u4e2a\u5907\u80ce\u7136\u540e\u7231\u4e0a\u5907\u80ce\u3001\u524d\u4efb\u53c8\u56de\u5fc3\u8f6c\u610f\u7684\u6545\u4e8b\u4e00\u6837\u5957...""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2895248164.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2890531143.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2890531142.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2888378289.jpg",https://vt1.doubanio.com/202402052149/c04ffc066d7d7331729b77eb79899c27/view/movie/M/403070481.mp4
虞琳敏,7.3,猜谜女士,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2897822741.jpg,https://movie.douban.com/subject/35729393/,"奥卡菲娜,吴珊卓,威尔·法瑞尔,霍兰德·泰勒,詹森·舒瓦兹曼,陶尼·纽萨姆,保罗·雷宾斯,约翰·朴,卡姆鲁斯·约翰逊,安吉拉·翠姆博,托尼·海尔,贾斯汀·戴维斯,达维娜·里德,乔迪·候,陈虹妤,克里斯汀·林,艾迪·J·李,埃伦·海兹,贝特西·霍尔特,马特·科尔多瓦",2023,喜剧, 美国, 英语,2023-09-09,99,6505,"15.7%,41.4%,37.7%,4.2%,0.9%",貌不惊人的阎安妮（奥卡菲娜 Awkwafina 饰）是一家公司的平凡小职员，许是性格的原因，又或者是种族的缘故，她在公司内就如同透明一般的存在，几乎不会参与到集体讨论中去，而他人也有意无意忽视着这个黄皮肤的女孩。这天，一通来自养老院的电话打乱了安妮的一切，她的妈妈与人私 奔，留给女儿的只有8万美元的债务以及多年未曾谋面的姐姐珍妮（吴珊卓 Sandra Oh 饰）。珍妮与妹妹截然不同，她个性张扬，自在随意，当然生活上也毫无规划，一团乱麻。屋漏偏逢连夜雨，安妮心爱的小狗还被黑帮绑架勒索。这对姐妹花不得不为金钱着急。,"[{""user"": ""two hairs"", ""star"": ""50"", ""time"": ""2023-11-03 22:04:04"", ""content"": ""\u201c\u5973\u6027\u5728\u67d0\u65b9\u9762\u8868\u73b0\u4e0d\u597d\u65f6\uff0c\u4eba\u4eec\u4f1a\u8ba8\u538c\u5979\uff1b\u5973\u6027\u5728\u67d0\u65b9\u9762\u8868\u73b0\u592a\u597d\u65f6\uff0c\u4eba\u4eec\u4e5f\u4f1a\u8ba8\u538c\u5979\u201dcan\u2019t be more true""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2895558995.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2896670062.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2897823796.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2897823794.jpg",https://vt1.doubanio.com/202402052149/3152e51dec7b54837bae847f6f0a178b/view/movie/M/403120185.mp4
